Save,1/8/2026,1:07:50 PM,Scan,1/8/2026,1:07:35 PM,Reference,1/8/2026,12:58:32 PM,Measure
Software,STS IL/PDL,RAW,Normal,2.3.1.0
TSL,SANTEC,TSL-570,22110007,0032.0033.0015
PowerMeter,SANTEC,MPM-210H,23090007,Ver.1.19
,Module0,MPM-211,23090008M211,Ver.1.23
Power Monitor,DAQ
Start,1243,nm
Stop,1377,nm
Step,0.01,nm
Speed,200,nm/s
Source Power,5,dBm
Averaging Time,0.05,msec
Power meter range,23090008M211,(Ch1),-30～+10dBm,-40～ 0dBm,-50～-10dBm,-60～-20dBm,-80～-30dBm
--HEADER END--
--RAW DATA START--
Wavelength(nm),Monitor_R1(dBm),Monitor_R2(dBm),Monitor_R3(dBm),Monitor_R4(dBm),Monitor_R5(dBm),Raw_M1_S0_CH1_R1(dBm),Raw_M1_S0_CH1_R2(dBm),Raw_M1_S0_CH1_R3(dBm),Raw_M1_S0_CH1_R4(dBm),Raw_M1_S0_CH1_R5(dBm)
1244.91,-3.266311,-3.2704,-3.271385,-3.274418,-3.273811,-26.71855,-34.85192,-38.26134,-38.81786,-38.99223
1244.92,-3.275024,-3.275935,-3.279805,-3.282388,-3.282388,-26.72756,-34.7701,-38.04332,-38.5686,-38.75732
1244.93,-3.281704,-3.276845,-3.28292,-3.285048,-3.285124,-26.75542,-34.73612,-37.95163,-38.49134,-38.58022
1244.94,-3.278743,-3.27419,-3.27897,-3.281249,-3.281552,-26.71218,-34.73697,-37.98213,-38.50183,-38.54306
1244.95,-3.274114,-3.266462,-3.271082,-3.271992,-3.271916,-26.67268,-34.75978,-38.04298,-38.57152,-38.60337
1244.96,-3.26881,-3.260335,-3.262603,-3.264041,-3.263889,-26.68289,-34.7559,-38.02029,-38.53926,-38.61927
1244.97,-3.263057,-3.254745,-3.256406,-3.258446,-3.258748,-26.69044,-34.67258,-37.84872,-38.34208,-38.50597
1244.98,-3.259428,-3.248257,-3.249388,-3.253235,-3.2515,-26.68909,-34.57243,-37.66384,-38.18103,-38.3066
1244.99,-3.251123,-3.240651,-3.239221,-3.244189,-3.241704,-26.69054,-34.52122,-37.58981,-38.07561,-38.15792
1245,-3.244565,-3.230729,-3.232756,-3.236439,-3.234109,-26.67429,-34.51039,-37.57733,-38.04473,-38.1048
1245.01,-3.236739,-3.225702,-3.224052,-3.229303,-3.225552,-26.62992,-34.53958,-37.60682,-38.07957,-38.10211
1245.02,-3.229002,-3.220306,-3.218958,-3.224877,-3.219332,-26.6845,-34.58092,-37.69262,-38.17641,-38.16763
1245.03,-3.224727,-3.219332,-3.218434,-3.223303,-3.216338,-26.71169,-34.60245,-37.7303,-38.21751,-38.24168
1245.04,-3.221579,-3.220156,-3.217086,-3.221504,-3.214468,-26.70068,-34.60503,-37.71655,-38.20244,-38.25739
1245.05,-3.217086,-3.218733,-3.215365,-3.218134,-3.211028,-26.68158,-34.60469,-37.74232,-38.22919,-38.25428
1245.06,-3.212822,-3.215889,-3.213271,-3.214468,-3.207293,-26.68851,-34.63493,-37.84718,-38.3433,-38.32114
1245.07,-3.209609,-3.212598,-3.212449,-3.21342,-3.205427,-26.70761,-34.68852,-37.99252,-38.50707,-38.46635
1245.08,-3.211402,-3.215964,-3.218434,-3.218733,-3.21058,-26.67064,-34.7644,-38.15839,-38.69504,-38.66518
1245.09,-3.217161,-3.223078,-3.226526,-3.226752,-3.22098,-26.7086,-34.81859,-38.24884,-38.79886,-38.79687
1245.1,-3.224877,-3.23178,-3.236288,-3.23719,-3.231555,-26.77397,-34.86108,-38.28341,-38.84534,-38.87687
1245.11,-3.230729,-3.240199,-3.243436,-3.245544,-3.241177,-26.77049,-34.85153,-38.20613,-38.76519,-38.86693
1245.12,-3.234259,-3.24193,-3.245996,-3.250142,-3.245921,-26.72214,-34.78698,-38.07912,-38.6228,-38.75173
1245.13,-3.234034,-3.241554,-3.246298,-3.251575,-3.244942,-26.68423,-34.73617,-38.04757,-38.58143,-38.64469
1245.14,-3.232907,-3.239597,-3.243887,-3.251123,-3.24208,-26.73259,-34.72178,-38.08277,-38.61526,-38.6352
1245.15,-3.232381,-3.236439,-3.2405,-3.246901,-3.237942,-26.73943,-34.7196,-38.07382,-38.60588,-38.65043
1245.16,-3.23178,-3.232757,-3.235612,-3.241403,-3.232456,-26.70478,-34.69097,-38.01587,-38.54469,-38.60727
1245.17,-3.231255,-3.228252,-3.230354,-3.235687,-3.228777,-26.71508,-34.67756,-37.95854,-38.48106,-38.5597
1245.18,-3.229077,-3.222703,-3.222403,-3.226227,-3.222628,-26.70138,-34.66168,-37.88785,-38.39481,-38.48681
1245.19,-3.227877,-3.218284,-3.214991,-3.220905,-3.21776,-26.72077,-34.64241,-37.84004,-38.34947,-38.4131
1245.2,-3.225252,-3.214542,-3.210206,-3.213495,-3.212972,-26.74761,-34.64499,-37.88102,-38.39154,-38.40721
1245.21,-3.224127,-3.213944,-3.206471,-3.209384,-3.210206,-26.73923,-34.69077,-38.0182,-38.55033,-38.52805
1245.22,-3.221954,-3.212748,-3.204755,-3.208338,-3.208712,-26.76358,-34.74016,-38.1217,-38.66807,-38.66769
1245.23,-3.217311,-3.208338,-3.203934,-3.207368,-3.204531,-26.76358,-34.75446,-38.13839,-38.68454,-38.72944
1245.24,-3.210132,-3.203412,-3.202069,-3.204755,-3.199832,-26.73577,-34.74573,-38.08786,-38.62919,-38.70126
1245.25,-3.204009,-3.197745,-3.199087,-3.201249,-3.195213,-26.71378,-34.70671,-38.01644,-38.54777,-38.64374
1245.26,-3.196926,-3.193426,-3.196851,-3.199236,-3.191417,-26.67815,-34.64814,-37.92392,-38.43434,-38.54297
1245.27,-3.193352,-3.194393,-3.196553,-3.197522,-3.19097,-26.69261,-34.5962,-37.85492,-38.34883,-38.43933
1245.28,-3.193947,-3.198118,-3.197745,-3.199161,-3.195138,-26.71997,-34.56118,-37.79127,-38.2851,-38.3619
1245.29,-3.196032,-3.203039,-3.20095,-3.201696,-3.201696,-26.66741,-34.5469,-37.70651,-38.20102,-38.27073
1245.3,-3.197596,-3.206322,-3.204904,-3.205725,-3.207517,-26.64013,-34.52492,-37.59824,-38.08873,-38.16646
1245.31,-3.199534,-3.20789,-3.20789,-3.210206,-3.212299,-26.64412,-34.45818,-37.43699,-37.9199,-38.01604
1245.32,-3.200503,-3.209235,-3.211178,-3.215066,-3.216113,-26.62797,-34.37094,-37.31052,-37.7408,-37.85134
1245.33,-3.200428,-3.210206,-3.21185,-3.216113,-3.217984,-26.61785,-34.3203,-37.2753,-37.72348,-37.77702
1245.34,-3.203635,-3.211626,-3.214019,-3.216413,-3.218883,-26.65363,-34.29071,-37.19179,-37.62409,-37.71948
1245.35,-3.205874,-3.212748,-3.214168,-3.217011,-3.21746,-26.61678,-34.2552,-37.07428,-37.50277,-37.59345
1245.36,-3.209534,-3.214168,-3.21357,-3.215889,-3.214692,-26.61338,-34.24353,-37.03644,-37.46036,-37.50132
1245.37,-3.214093,-3.214692,-3.213271,-3.216637,-3.212972,-26.66243,-34.24323,-37.07958,-37.50932,-37.50846
1245.38,-3.216936,-3.215066,-3.213047,-3.216338,-3.212822,-26.657,-34.28885,-37.17329,-37.60902,-37.59354
1245.39,-3.219332,-3.215066,-3.212598,-3.214692,-3.213495,-26.657,-34.36005,-37.2646,-37.70472,-37.69033
1245.4,-3.219632,-3.21372,-3.212075,-3.213271,-3.214468,-26.70151,-34.40839,-37.37841,-37.81615,-37.79726
1245.41,-3.219107,-3.211402,-3.211327,-3.210879,-3.214243,-26.71515,-34.44285,-37.45727,-37.89295,-37.91319
1245.42,-3.216113,-3.207517,-3.207517,-3.207666,-3.211776,-26.68424,-34.41251,-37.38569,-37.84905,-37.93163
1245.43,-3.211552,-3.203785,-3.204382,-3.20468,-3.208563,-26.67741,-34.35804,-37.31724,-37.76991,-37.84356
1245.44,-3.207517,-3.199757,-3.201249,-3.201994,-3.205576,-26.6706,-34.36609,-37.33605,-37.79021,-37.79824
1245.45,-3.204232,-3.197969,-3.199385,-3.199757,-3.201622,-26.65361,-34.4226,-37.47641,-37.91364,-37.89903
1245.46,-3.201025,-3.197671,-3.20013,-3.19782,-3.19931,-26.63668,-34.52584,-37.66296,-38.11612,-38.01999
1245.47,-3.200279,-3.197745,-3.202367,-3.197075,-3.198118,-26.65841,-34.65291,-37.88304,-38.40015,-38.31315
1245.48,-3.199385,-3.198565,-3.203412,-3.197,-3.197596,-26.67741,-34.71486,-38.01128,-38.51598,-38.50548
1245.49,-3.197149,-3.199161,-3.203412,-3.195659,-3.198341,-26.67741,-34.7555,-38.07112,-38.58518,-38.58701
1245.5,-3.195436,-3.198639,-3.202218,-3.196032,-3.198714,-26.68425,-34.81173,-38.17232,-38.70509,-38.68414
1245.51,-3.193873,-3.19849,-3.19946,-3.196628,-3.199385,-26.72084,-34.84202,-38.32476,-38.87547,-38.83076
1245.52,-3.19097,-3.196628,-3.19633,-3.195957,-3.198043,-26.78259,-34.91598,-38.53804,-39.11594,-39.04126
1245.53,-3.18978,-3.195064,-3.19417,-3.197373,-3.197,-26.82166,-35.04536,-38.7488,-39.3643,-39.30428
1245.54,-3.19045,-3.194989,-3.194617,-3.199907,-3.198863,-26.8245,-35.07181,-38.84638,-39.49933,-39.519
1245.55,-3.193873,-3.197671,-3.198863,-3.204382,-3.202069,-26.78958,-35.03796,-38.79192,-39.43288,-39.54029
1245.56,-3.201398,-3.204531,-3.206173,-3.210729,-3.209011,-26.73045,-35.00767,-38.67643,-39.30769,-39.43554
1245.57,-3.212673,-3.214393,-3.216188,-3.219107,-3.218658,-26.71518,-34.97482,-38.59027,-39.20462,-39.31208
1245.58,-3.222553,-3.224052,-3.224502,-3.226152,-3.226902,-26.75955,-34.9688,-38.55202,-39.15748,-39.22929
1245.59,-3.228027,-3.228852,-3.227652,-3.228702,-3.229002,-26.79918,-34.95555,-38.50578,-39.10566,-39.18753
1245.6,-3.230204,-3.229603,-3.227202,-3.228627,-3.227577,-26.7721,-34.87753,-38.3377,-38.93191,-39.06686
1245.61,-3.227202,-3.225552,-3.222478,-3.224877,-3.222778,-26.73939,-34.79886,-38.1771,-38.74768,-38.89072
1245.62,-3.222853,-3.219257,-3.216113,-3.220006,-3.216712,-26.7386,-34.75193,-38.11541,-38.654,-38.74318
1245.63,-3.219257,-3.214542,-3.212673,-3.216338,-3.212224,-26.749,-34.76598,-38.15901,-38.69047,-38.71979
1245.64,-3.217161,-3.211178,-3.210654,-3.213196,-3.210729,-26.7518,-34.81063,-38.24135,-38.8129,-38.79011
1245.65,-3.212598,-3.20789,-3.207368,-3.209085,-3.206994,-26.73039,-34.87074,-38.37886,-38.97355,-38.9333
1245.66,-3.208338,-3.206845,-3.206397,-3.205949,-3.205277,-26.71386,-34.94147,-38.4993,-39.08788,-39.07977
1245.67,-3.207218,-3.207816,-3.207218,-3.205203,-3.206248,-26.77001,-34.97848,-38.49645,-39.10212,-39.15779
1245.68,-3.206471,-3.208861,-3.208712,-3.204531,-3.206322,-26.7783,-34.9547,-38.44743,-39.0349,-39.12051
1245.69,-3.206098,-3.208861,-3.210654,-3.20386,-3.206098,-26.75669,-34.891,-38.38636,-38.95827,-39.04678
1245.7,-3.204307,-3.206845,-3.211028,-3.202293,-3.205576,-26.7312,-34.83552,-38.30304,-38.88321,-38.9701
1245.71,-3.198043,-3.200056,-3.206173,-3.196851,-3.200205,-26.70431,-34.81627,-38.24485,-38.80723,-38.89087
1245.72,-3.189111,-3.191119,-3.197969,-3.190301,-3.193426,-26.71516,-34.8009,-38.17629,-38.72471,-38.81039
1245.73,-3.18324,-3.185766,-3.191566,-3.187252,-3.189334,-26.71038,-34.75123,-38.05753,-38.59127,-38.69899
1245.74,-3.183611,-3.186732,-3.191714,-3.190301,-3.191417,-26.69185,-34.70223,-37.95044,-38.46841,-38.56643
1245.75,-3.18926,-3.194543,-3.197224,-3.199012,-3.198192,-26.68568,-34.68406,-37.94827,-38.46018,-38.50471
1245.76,-3.200578,-3.208264,-3.20916,-3.212523,-3.210505,-26.67815,-34.69879,-38.00213,-38.51935,-38.53431
1245.77,-3.212897,-3.221879,-3.219407,-3.224502,-3.221354,-26.71122,-34.7375,-38.05916,-38.60106,-38.59204
1245.78,-3.221804,-3.230729,-3.227052,-3.23148,-3.227877,-26.74631,-34.77385,-38.14213,-38.68805,-38.6805
1245.79,-3.227727,-3.234034,-3.230429,-3.233733,-3.231104,-26.72212,-34.80995,-38.25556,-38.80907,-38.7864
1245.8,-3.233808,-3.235762,-3.232531,-3.234109,-3.232757,-26.68767,-34.92559,-38.418,-38.99531,-38.94003
1245.81,-3.236814,-3.235086,-3.232006,-3.233508,-3.232006,-26.73405,-34.99754,-38.60758,-39.19883,-39.14239
1245.82,-3.238168,-3.232381,-3.228327,-3.231855,-3.231555,-26.76854,-35.05839,-38.79551,-39.42079,-39.36031
1245.83,-3.23719,-3.230053,-3.225252,-3.230504,-3.230729,-26.77967,-35.11108,-38.93047,-39.58794,-39.56226
1245.84,-3.233207,-3.225552,-3.220605,-3.227802,-3.227127,-26.77555,-35.12537,-38.97265,-39.63456,-39.67519
1245.85,-3.226902,-3.219706,-3.214393,-3.223902,-3.222403,-26.75456,-35.13172,-38.97964,-39.6347,-39.69581
1245.86,-3.222104,-3.217535,-3.212224,-3.221504,-3.219033,-26.76631,-35.18346,-39.03139,-39.69534,-39.73237
1245.87,-3.219033,-3.216562,-3.211028,-3.219107,-3.216787,-26.77048,-35.22534,-39.09776,-39.77723,-39.80896
1245.88,-3.214243,-3.214916,-3.208712,-3.213794,-3.212822,-26.78448,-35.21508,-39.15125,-39.84655,-39.88636
1245.89,-3.207293,-3.211327,-3.205352,-3.206919,-3.207965,-26.77135,-35.20541,-39.14114,-39.85243,-39.92045
1245.9,-3.198267,-3.205277,-3.197224,-3.196926,-3.198565,-26.738,-35.14943,-38.97083,-39.62175,-39.83574
1245.91,-3.185171,-3.196628,-3.186657,-3.185469,-3.186881,-26.72267,-35.02216,-38.65418,-39.22475,-39.53349
1245.92,-3.175746,-3.187698,-3.178935,-3.179009,-3.178564,-26.71108,-34.91184,-38.42767,-39.02047,-39.18714
1245.93,-3.17293,-3.186286,-3.177897,-3.177674,-3.177081,-26.70567,-34.90808,-38.39108,-38.95833,-39.02935
1245.94,-3.1776,-3.187475,-3.184354,-3.181829,-3.181458,-26.72693,-34.94262,-38.45118,-39.02771,-39.05103
1245.95,-3.18376,-3.190078,-3.192756,-3.188367,-3.186732,-26.7351,-34.9647,-38.55305,-39.12273,-39.12365
1245.96,-3.188962,-3.196255,-3.201696,-3.196032,-3.193798,-26.72887,-35.00159,-38.66932,-39.25832,-39.25362
1245.97,-3.193277,-3.199534,-3.206919,-3.200801,-3.20013,-26.73719,-35.00854,-38.73005,-39.32644,-39.36927
1245.98,-3.195659,-3.202069,-3.208787,-3.20371,-3.204456,-26.7442,-34.96481,-38.68198,-39.28009,-39.3679
1245.99,-3.19946,-3.207293,-3.213944,-3.208936,-3.210879,-26.70433,-34.92113,-38.51103,-39.10188,-39.23364
1246,-3.208712,-3.215365,-3.221129,-3.216862,-3.219407,-26.70228,-34.90071,-38.43502,-39.01719,-39.11144
1246.01,-3.217685,-3.223378,-3.227502,-3.221804,-3.226452,-26.74782,-34.87582,-38.38418,-38.96438,-39.04382
1246.02,-3.224202,-3.228702,-3.23133,-3.225177,-3.230504,-26.74352,-34.85559,-38.34258,-38.89061,-38.96418
1246.03,-3.227052,-3.229077,-3.230203,-3.225252,-3.228777,-26.70756,-34.84885,-38.36673,-38.91616,-38.95255
1246.04,-3.225552,-3.225252,-3.225102,-3.221879,-3.225552,-26.69387,-34.88721,-38.37437,-38.94202,-38.99848
1246.05,-3.223827,-3.222328,-3.220755,-3.22098,-3.221429,-26.71035,-34.88497,-38.30206,-38.85784,-38.9583
1246.06,-3.223677,-3.221279,-3.218508,-3.221354,-3.218958,-26.74698,-34.84438,-38.26783,-38.80307,-38.8565
1246.07,-3.224652,-3.221055,-3.217161,-3.222029,-3.218733,-26.77693,-34.86917,-38.34172,-38.8912,-38.8899
1246.08,-3.220381,-3.216038,-3.211925,-3.216787,-3.21342,-26.77128,-34.89163,-38.41989,-39.0052,-39.00804
1246.09,-3.209011,-3.204531,-3.20095,-3.204755,-3.201845,-26.75657,-34.93051,-38.49059,-39.07832,-39.08883
1246.1,-3.193873,-3.189334,-3.188218,-3.189483,-3.187475,-26.76357,-34.99931,-38.60427,-39.19684,-39.17931
1246.11,-3.179232,-3.174709,-3.175153,-3.174116,-3.175079,-26.78101,-35.05068,-38.77151,-39.38647,-39.35744
1246.12,-3.169598,-3.167525,-3.170264,-3.167673,-3.169894,-26.78514,-35.09779,-38.91484,-39.55326,-39.54188
1246.13,-3.169523,-3.167747,-3.171227,-3.168339,-3.172041,-26.79078,-35.14557,-39.03294,-39.69098,-39.67709
1246.14,-3.171375,-3.170116,-3.173078,-3.17293,-3.176265,-26.80274,-35.16952,-39.14557,-39.83865,-39.83868
1246.15,-3.171967,-3.173078,-3.174264,-3.177674,-3.178861,-26.78732,-35.20071,-39.19424,-39.90142,-39.92041
1246.16,-3.172189,-3.17456,-3.175302,-3.182795,-3.181384,-26.75948,-35.19317,-39.15855,-39.87517,-39.94659
1246.17,-3.172856,-3.177526,-3.1776,-3.18807,-3.184948,-26.71408,-35.14275,-39.06485,-39.7596,-39.87574
1246.18,-3.177007,-3.182201,-3.184206,-3.195734,-3.191714,-26.72512,-35.14405,-38.99502,-39.66415,-39.76395
1246.19,-3.185097,-3.190747,-3.195287,-3.205949,-3.202591,-26.79224,-35.16858,-39.03798,-39.71317,-39.74376
1246.2,-3.197224,-3.201547,-3.210804,-3.215515,-3.216038,-26.79221,-35.21436,-39.1717,-39.86065,-39.86141
1246.21,-3.206397,-3.208786,-3.217311,-3.219632,-3.22053,-26.78657,-35.26871,-39.26898,-39.987,-39.98626
1246.22,-3.212075,-3.213271,-3.221504,-3.22083,-3.223303,-26.8104,-35.28931,-39.38976,-40.13346,-40.13758
1246.23,-3.217834,-3.21791,-3.223977,-3.220755,-3.224502,-26.81602,-35.30128,-39.50613,-40.25261,-40.27699
1246.24,-3.221354,-3.222253,-3.224352,-3.221279,-3.225702,-26.81602,-35.33325,-39.52712,-40.28868,-40.35646
1246.25,-3.228252,-3.227952,-3.225627,-3.225552,-3.229002,-26.83012,-35.36333,-39.5212,-40.28757,-40.35866
1246.26,-3.231855,-3.231104,-3.227502,-3.227802,-3.230354,-26.8273,-35.41804,-39.61339,-40.41685,-40.40602
1246.27,-3.227652,-3.224277,-3.218958,-3.221205,-3.222853,-26.8118,-35.51358,-39.85692,-40.69083,-40.61769
1246.28,-3.215964,-3.208936,-3.208413,-3.209833,-3.208786,-26.79566,-35.54678,-39.94028,-40.77763,-40.84285
1246.29,-3.20013,-3.191491,-3.192756,-3.192161,-3.191045,-26.80128,-35.48953,-39.79249,-40.62544,-40.79913
1246.3,-3.186509,-3.179306,-3.179232,-3.176933,-3.177081,-26.80759,-35.38789,-39.53374,-40.31663,-40.51125
1246.31,-3.180865,-3.170338,-3.171819,-3.168339,-3.17056,-26.78798,-35.25129,-39.24494,-39.98653,-40.23822
1246.32,-3.178194,-3.169302,-3.17056,-3.167673,-3.168339,-26.8064,-35.16764,-39,-39.71083,-39.85279
1246.33,-3.177674,-3.169523,-3.170708,-3.17093,-3.169302,-26.79743,-35.1618,-38.92564,-39.60372,-39.71896
1246.34,-3.175969,-3.167229,-3.16871,-3.171819,-3.166489,-26.80597,-35.1267,-38.90246,-39.55952,-39.65413
1246.35,-3.171152,-3.164049,-3.166564,-3.171301,-3.163975,-26.79218,-35.05193,-38.77659,-39.41362,-39.57222
1246.36,-3.168931,-3.164936,-3.16649,-3.173671,-3.16538,-26.73584,-34.99977,-38.60946,-39.22402,-39.39856
1246.37,-3.171449,-3.171152,-3.171745,-3.176562,-3.170856,-26.73241,-34.96017,-38.51978,-39.13227,-39.23626
1246.38,-3.17849,-3.185023,-3.180716,-3.187326,-3.185097,-26.70478,-34.93262,-38.52734,-39.12165,-39.17065
1246.39,-3.187029,-3.19849,-3.192086,-3.197447,-3.197745,-26.69792,-34.99504,-38.62281,-39.22947,-39.2448
1246.4,-3.193054,-3.205651,-3.199981,-3.203412,-3.202964,-26.72208,-35.05587,-38.76647,-39.39395,-39.39638
1246.41,-3.196777,-3.209085,-3.203561,-3.205501,-3.205128,-26.74616,-35.08979,-38.87201,-39.51683,-39.50775
1246.42,-3.200727,-3.212748,-3.208338,-3.20804,-3.208413,-26.74963,-35.11824,-38.92097,-39.57826,-39.61729
1246.43,-3.20804,-3.21776,-3.21529,-3.213645,-3.214841,-26.7531,-35.11821,-38.9331,-39.59972,-39.6501
1246.44,-3.218434,-3.224727,-3.224277,-3.221579,-3.223902,-26.79167,-35.13985,-39.00862,-39.67296,-39.69419
1246.45,-3.227427,-3.229453,-3.232306,-3.229828,-3.231855,-26.84856,-35.20365,-39.24617,-39.93263,-39.88763
1246.46,-3.227277,-3.224727,-3.230053,-3.227877,-3.229603,-26.83515,-35.32726,-39.49228,-40.2307,-40.16778
1246.47,-3.218284,-3.213495,-3.21746,-3.216338,-3.218209,-26.82733,-35.37918,-39.61567,-40.39361,-40.40933
1246.48,-3.205203,-3.198192,-3.202442,-3.202144,-3.203785,-26.8252,-35.35195,-39.50923,-40.29007,-40.43437
1246.49,-3.197224,-3.186435,-3.191193,-3.190375,-3.192682,-26.81472,-35.28801,-39.35685,-40.10384,-40.26735
1246.5,-3.193649,-3.180716,-3.186137,-3.184206,-3.187326,-26.85034,-35.25871,-39.34597,-40.0663,-40.14441
1246.51,-3.194543,-3.182498,-3.186732,-3.183314,-3.187921,-26.83268,-35.32492,-39.54411,-40.25027,-40.27399
1246.52,-3.194468,-3.18376,-3.187252,-3.18272,-3.188367,-26.78865,-35.43345,-39.74001,-40.49076,-40.49136
1246.53,-3.190227,-3.182349,-3.183463,-3.180122,-3.18636,-26.8076,-35.48925,-39.88702,-40.67586,-40.69988
1246.54,-3.184874,-3.178861,-3.179306,-3.176117,-3.183537,-26.82241,-35.52471,-39.96798,-40.82248,-40.86272
1246.55,-3.1799,-3.176117,-3.175746,-3.175005,-3.181458,-26.85294,-35.52526,-39.97378,-40.84015,-40.92835
1246.56,-3.179751,-3.178119,-3.177452,-3.179306,-3.183686,-26.87273,-35.48616,-39.90152,-40.74933,-40.90152
1246.57,-3.185097,-3.184726,-3.18428,-3.188367,-3.190598,-26.85137,-35.48093,-39.85057,-40.68249,-40.80888
1246.58,-3.190896,-3.192309,-3.194617,-3.197522,-3.197596,-26.82169,-35.47169,-39.82105,-40.65352,-40.74869
1246.59,-3.195436,-3.19946,-3.201472,-3.203561,-3.203561,-26.79845,-35.45613,-39.81838,-40.65466,-40.72637
1246.6,-3.199534,-3.203486,-3.205725,-3.206845,-3.20804,-26.78515,-35.46127,-39.84689,-40.69328,-40.75003
1246.61,-3.201994,-3.210729,-3.211626,-3.210057,-3.211178,-26.78865,-35.44579,-39.81933,-40.66357,-40.75639
1246.62,-3.209085,-3.221954,-3.219107,-3.215665,-3.218359,-26.79568,-35.42236,-39.7704,-40.58939,-40.69463
1246.63,-3.218958,-3.232831,-3.227877,-3.226602,-3.226152,-26.81121,-35.45227,-39.78518,-40.60916,-40.67318
1246.64,-3.227202,-3.237792,-3.233057,-3.229978,-3.229153,-26.81418,-35.50901,-39.89636,-40.74038,-40.73058
1246.65,-3.225776,-3.233508,-3.228177,-3.224877,-3.223902,-26.85675,-35.5378,-40.03373,-40.91732,-40.91842
1246.66,-3.216188,-3.221804,-3.216637,-3.213495,-3.212598,-26.87375,-35.52306,-40.02412,-40.90909,-41.00973
1246.67,-3.208189,-3.207816,-3.203486,-3.201472,-3.200652,-26.80359,-35.43076,-39.79127,-40.63114,-40.83502
1246.68,-3.199608,-3.19782,-3.194691,-3.193575,-3.194096,-26.71621,-35.33546,-39.52863,-40.30977,-40.56481
1246.69,-3.199161,-3.194989,-3.193352,-3.192458,-3.193352,-26.7362,-35.28406,-39.39087,-40.13719,-40.28483
1246.7,-3.20274,-3.195287,-3.195138,-3.196106,-3.196255,-26.78675,-35.29093,-39.38811,-40.13174,-40.18643
1246.71,-3.20386,-3.193723,-3.194989,-3.196702,-3.197447,-26.77202,-35.32419,-39.45347,-40.22567,-40.24245
1246.72,-3.20095,-3.190449,-3.192235,-3.19283,-3.194989,-26.77191,-35.33367,-39.4738,-40.24336,-40.29887
1246.73,-3.197,-3.185989,-3.187624,-3.189706,-3.189557,-26.77328,-35.33221,-39.4063,-40.17023,-40.26647
1246.74,-3.190821,-3.180939,-3.184577,-3.184726,-3.186509,-26.7573,-35.29707,-39.29368,-40.03397,-40.14809
1246.75,-3.189037,-3.181978,-3.185989,-3.184726,-3.187178,-26.73444,-35.2183,-39.19747,-39.91957,-40.02183
1246.76,-3.19164,-3.186806,-3.191045,-3.188888,-3.192161,-26.73027,-35.18013,-39.12589,-39.82385,-39.92503
1246.77,-3.192607,-3.190227,-3.194245,-3.190449,-3.196106,-26.74687,-35.18985,-39.08044,-39.76528,-39.84571
1246.78,-3.192086,-3.191789,-3.194394,-3.190226,-3.197149,-26.76146,-35.22202,-39.14624,-39.85022,-39.86602
1246.79,-3.192086,-3.193203,-3.195734,-3.190821,-3.197745,-26.79435,-35.26716,-39.32584,-40.06307,-40.04285
1246.8,-3.193947,-3.196702,-3.198192,-3.192607,-3.19849,-26.81046,-35.30583,-39.45324,-40.20737,-40.22666
1246.81,-3.199683,-3.204232,-3.207069,-3.198192,-3.202516,-26.76934,-35.29344,-39.35719,-40.12384,-40.23251
1246.82,-3.207144,-3.215665,-3.218658,-3.208563,-3.21185,-26.75549,-35.25185,-39.20307,-39.92896,-40.064
1246.83,-3.213869,-3.225552,-3.227202,-3.217386,-3.218658,-26.81002,-35.21813,-39.1619,-39.84807,-39.92031
1246.84,-3.213196,-3.226752,-3.227952,-3.219632,-3.220455,-26.85566,-35.2439,-39.3167,-40.04943,-39.97488
1246.85,-3.208264,-3.22098,-3.222853,-3.216338,-3.217311,-26.86987,-35.35177,-39.60553,-40.41283,-40.25076
1246.86,-3.204158,-3.213196,-3.214916,-3.211178,-3.211701,-26.86631,-35.45084,-39.83079,-40.6852,-40.5829
1246.87,-3.20274,-3.207069,-3.20931,-3.208338,-3.208637,-26.84502,-35.46441,-39.88967,-40.75525,-40.7745
1246.88,-3.206845,-3.2058,-3.20804,-3.209609,-3.208637,-26.84009,-35.44067,-39.83928,-40.68508,-40.77984
1246.89,-3.215141,-3.208637,-3.210505,-3.213944,-3.211028,-26.84718,-35.43605,-39.76908,-40.59945,-40.69349
1246.9,-3.217161,-3.208264,-3.207965,-3.212598,-3.209011,-26.8056,-35.4295,-39.70977,-40.54039,-40.64157
1246.91,-3.212449,-3.203561,-3.201249,-3.205203,-3.202218,-26.79785,-35.39136,-39.63585,-40.45227,-40.56667
1246.92,-3.205277,-3.19849,-3.196628,-3.198863,-3.195511,-26.80413,-35.35125,-39.57256,-40.36714,-40.4806
1246.93,-3.198863,-3.193798,-3.191714,-3.194691,-3.190375,-26.78028,-35.32919,-39.45518,-40.2471,-40.36026
1246.94,-3.195138,-3.192533,-3.19097,-3.193203,-3.189185,-26.77397,-35.29441,-39.34711,-40.09917,-40.2448
1246.95,-3.194617,-3.195213,-3.194021,-3.196628,-3.191342,-26.79357,-35.24314,-39.30592,-40.03573,-40.13409
1246.96,-3.194394,-3.196926,-3.195734,-3.198416,-3.192905,-26.80688,-35.20977,-39.25381,-39.98,-40.07445
1246.97,-3.190673,-3.195659,-3.194096,-3.196032,-3.191342,-26.80406,-35.20058,-39.1467,-39.84515,-39.96126
